Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
PAYMENT,6,4,35.31000137,126.0899963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Maria,2876,Smith,XXXXXXXXX,Home Office,PR,5883 Dusty Drive,725,4,Apparel,18.23517227,-66.37059021,Pacific Asia,Lahore,Pakistán,2876,11/22/2015 15:50,22310,403,3.900000095,0.029999999,55854,129.9900055,0.280000001,1,129.9900055,126.0899963,35.31000137,South Asia,Punyab,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/28/2015 15:50,Standard Class
PAYMENT,4,4,9.460000038,126.0899963,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,3296,Smith,XXXXXXXXX,Home Office,PR,8205 Silver Grove Row,725,4,Apparel,18.23466301,-66.37059784,Pacific Asia,Manila,Filipinas,3296,1/15/2016 8:24,25988,403,3.900000095,0.029999999,65042,129.9900055,0.079999998,1,129.9900055,126.0899963,9.460000038,Southeast Asia,Capital Nacional,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/19/2016 8:24,Standard Class
PAYMENT,6,4,5.039999962,126.0899963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Marie,9191,Smith,XXXXXXXXX,Home Office,PR,7368 Blue Road,725,4,Apparel,18.24668694,-66.37050629,Pacific Asia,Bandung,Indonesia,9191,12/15/2015 17:22,23890,403,3.900000095,0.029999999,59807,129.9900055,0.039999999,1,129.9900055,126.0899963,5.039999962,Southeast Asia,Java Occidental,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/21/2015 17:22,Standard Class
PAYMENT,3,4,59.90000153,124.7900009,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Amber,10372,Martin,XXXXXXXXX,Home Office,PR,6481 Golden Island,725,4,Apparel,18.2983017,-66.37055969,Pacific Asia,Malayer,Irán,10372,10/30/2016 0:07,45762,403,5.199999809,0.039999999,114384,129.9900055,0.479999989,1,129.9900055,124.7900009,59.90000153,South Asia,Hamadán,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/2/2016 0:07,Standard Class
PAYMENT,6,4,46.79999924,124.7900009,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Shawn,9243,Gross,XXXXXXXXX,Home Office,PR,1098 Fallen By-pass,725,4,Apparel,18.26729584,-66.3705368,Pacific Asia,Bhatpara,India,9243,11/25/2015 6:53,22490,403,5.199999809,0.039999999,56276,129.9900055,0.379999995,1,129.9900055,124.7900009,46.79999924,South Asia,Bengala Occidental,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/1/2015 6:53,Standard Class
PAYMENT,6,4,9.390000343,57.59000015,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,5187,Smith,XXXXXXXXX,Home Office,PR,3183 Blue Route,725,4,Apparel,18.2513237,-66.37058258,Pacific Asia,Semarang,Indonesia,5187,1/17/2016 10:09,26130,365,2.400000095,0.039999999,65408,59.99000168,0.159999996,1,59.99000168,57.59000015,9.390000343,Southeast Asia,Java Central,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/23/2016 10:09,Standard Class
PAYMENT,4,4,27.36000061,56.99000168,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,5890,Baldwin,XXXXXXXXX,Home Office,PR,3360 Umber Bend,725,4,Apparel,18.29111862,-66.3705368,Pacific Asia,Astaná,Kazajistán,5890,9/6/2016 5:26,42078,365,3,0.050000001,105044,59.99000168,0.479999989,1,59.99000168,56.99000168,27.36000061,Central Asia,Astaná,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/10/2016 5:26,Standard Class
PAYMENT,3,4,5.699999809,56.99000168,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,James,8027,Smith,XXXXXXXXX,Home Office,PR,9451 Bright Walk,725,4,Apparel,18.26667023,-66.37062073,Pacific Asia,Ajmer,India,8027,12/16/2015 15:06,23952,365,3,0.050000001,59959,59.99000168,0.100000001,1,59.99000168,56.99000168,5.699999809,South Asia,Rajastán,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/19/2015 15:06,Standard Class
PAYMENT,3,4,54.34000015,123.4899979,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Amber,10372,Martin,XXXXXXXXX,Home Office,PR,6481 Golden Island,725,4,Apparel,18.2983017,-66.37055969,Pacific Asia,Malayer,Irán,10372,10/30/2016 0:07,45762,403,6.5,0.050000001,114382,129.9900055,0.439999998,1,129.9900055,123.4899979,54.34000015,South Asia,Hamadán,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/2/2016 0:07,Standard Class
PAYMENT,2,4,16.42000008,123.4899979,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Dennis,6611,Smith,XXXXXXXXX,Home Office,PR,3499 Golden Ridge,725,4,Apparel,18.25411797,-66.37049866,Pacific Asia,Parbhani,India,6611,2/12/2016 13:37,27921,403,6.5,0.050000001,69874,129.9900055,0.129999995,1,129.9900055,123.4899979,16.42000008,South Asia,Maharashtra,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2/14/2016 13:37,Standard Class
PAYMENT,5,4,36.84999847,122.8399963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,10559,Jones,XXXXXXXXX,Home Office,PR,9009 Umber Log Island,725,4,Apparel,18.27200699,-66.37060547,Pacific Asia,Karagandá,Kazajistán,10559,1/10/2017 19:17,50749,403,7.150000095,0.059999999,126830,129.9900055,0.300000012,1,129.9900055,122.8399963,36.84999847,Central Asia,Karagandá,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/15/2017 19:17,Standard Class
PAYMENT,6,4,-313.2399902,122.8399963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Carolyn,3091,Rodriguez,XXXXXXXXX,Home Office,PR,9885 Hazy Forest Path,725,4,Apparel,18.20471764,-66.37059021,Pacific Asia,Huaibei,China,3091,12/6/2015 19:40,23280,403,7.150000095,0.059999999,58292,129.9900055,-2.549999952,1,129.9900055,122.8399963,-313.2399902,Eastern Asia,Anhui,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/12/2015 19:40,Standard Class
PAYMENT,5,4,19.27000046,56.68999863,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,633,Campbell,XXXXXXXXX,Home Office,PR,398 Emerald Grove,725,4,Apparel,18.02529907,-66.61304474,Pacific Asia,Ho Chi Minh City,Vietnam,633,1/13/2016 0:41,25829,365,3.299999952,0.059999999,64661,59.99000168,0.340000004,1,59.99000168,56.68999863,19.27000046,Southeast Asia,Ciudad Ho Chi Minh,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/18/2016 0:41,Standard Class
PAYMENT,3,4,40.86000061,120.8899994,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,3605,Sanders,XXXXXXXXX,Home Office,PR,8762 Shady Cloud Thicket,725,4,Apparel,18.25482178,-66.37060547,Pacific Asia,Jinan,China,3605,2/11/2016 9:56,27842,403,9.100000381,0.07,69697,129.9900055,0.340000004,1,129.9900055,120.8899994,40.86000061,Eastern Asia,Shandong,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2/14/2016 9:56,Standard Class
PAYMENT,2,4,31.79000092,120.8899994,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Betty,2381,Smith,XXXXXXXXX,Home Office,PR,3656 Silver Cider Byway,725,4,Apparel,18.26327515,-66.3705368,Pacific Asia,Matsubara,Japón,2381,1/5/2016 12:58,25316,403,9.100000381,0.07,63419,129.9900055,0.25999999,1,129.9900055,120.8899994,31.79000092,Eastern Asia,Oita,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/7/2016 12:58,Standard Class
PAYMENT,2,4,34.8199997,120.8899994,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Julia,1824,Tucker,XXXXXXXXX,Home Office,PR,9074 Rustic Parade,725,4,Apparel,18.25771141,-66.37058258,Pacific Asia,Harbin,China,1824,11/12/2015 19:42,21636,403,9.100000381,0.07,54103,129.9900055,0.289999992,1,129.9900055,120.8899994,34.8199997,Eastern Asia,Heilongjiang,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/14/2015 19:42,Standard Class
PAYMENT,3,4,-57.41999817,120.8899994,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Stephanie,1920,Archer,XXXXXXXXX,Home Office,PR,2749 Dusty Orchard,725,4,Apparel,18.22962761,-66.3705368,Pacific Asia,Aurangabad,India,1920,12/31/2015 15:57,24982,403,9.100000381,0.07,62595,129.9900055,-0.479999989,1,129.9900055,120.8899994,-57.41999817,South Asia,Bihar,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/3/2016 15:57,Standard Class
PAYMENT,6,4,17.73999977,54.59000015,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Sharon,4670,Bailey,XXXXXXXXX,Home Office,PR,3890 Jagged Apple Dell,725,4,Apparel,18.25791931,-66.37062836,Pacific Asia,Melbourne,Australia,4670,3/15/2016 2:00,30080,365,5.400000095,0.090000004,75191,59.99000168,0.330000013,1,59.99000168,54.59000015,17.73999977,Oceania,Victoria,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/21/2016 2:00,Standard Class
PAYMENT,6,4,4.050000191,53.99000168,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,6363,Freeman,XXXXXXXXX,Home Office,PR,4311 Round Ridge,725,4,Apparel,18.21226883,-66.37058258,Pacific Asia,Baotou,China,6363,11/19/2015 14:15,22100,365,6,0.100000001,55293,59.99000168,0.079999998,1,59.99000168,53.99000168,4.050000191,Eastern Asia,Mongolia Interior,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,11/25/2015 14:15,Standard Class
PAYMENT,6,4,24.29999924,53.99000168,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,3702,Smith,XXXXXXXXX,Home Office,PR,7890 Clear Corner,725,4,Apparel,18.27720451,-66.37059021,Pacific Asia,Bundaberg,Australia,3702,1/28/2016 1:54,26860,365,6,0.100000001,67303,59.99000168,0.449999988,1,59.99000168,53.99000168,24.29999924,Oceania,Queensland,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/3/2016 1:54,Standard Class
PAYMENT,2,4,17.54999924,116.9899979,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Betty,1027,Evans,XXXXXXXXX,Home Office,PR,870 Cinder Mountain Avenue,725,4,Apparel,18.29652023,-66.04867554,Pacific Asia,Sydney,Australia,1027,12/26/2015 0:43,24596,403,13,0.100000001,61591,129.9900055,0.150000006,1,129.9900055,116.9899979,17.54999924,Oceania,Nueva Gales del Sur,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/28/2015 0:43,Standard Class
PAYMENT,4,4,89.34999847,194.2400055,Shipping on time,0,76,Women's Clothing,Caguas,Puerto Rico,XXXXXXXXX,Brynn,20491,Moreno,XXXXXXXXX,Home Office,PR,8265 Foggy Mountain Isle,725,4,Apparel,18.27630997,-66.03705597,Pacific Asia,Brisbane,Australia,20491,1/28/2018 2:27,76938,1363,21.57999992,0.100000001,180253,215.8200073,0.460000008,1,215.8200073,194.2400055,89.34999847,Oceania,Queensland,PENDING_PAYMENT,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,2/1/2018 2:27,Standard Class
PAYMENT,6,4,10.30000019,116.9899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,5187,Smith,XXXXXXXXX,Home Office,PR,3183 Blue Route,725,4,Apparel,18.2513237,-66.37058258,Pacific Asia,Semarang,Indonesia,5187,1/17/2016 10:09,26130,403,13,0.100000001,65412,129.9900055,0.090000004,1,129.9900055,116.9899979,10.30000019,Southeast Asia,Java Central,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/23/2016 10:09,Standard Class
PAYMENT,6,4,15.31000042,52.79000092,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,1577,Smith,XXXXXXXXX,Home Office,PR,5274 Hidden Mall ,725,4,Apparel,18.29444695,-66.37054443,Pacific Asia,Sydney,Australia,1577,12/23/2015 21:34,24450,365,7.199999809,0.119999997,61188,59.99000168,0.289999992,1,59.99000168,52.79000092,15.31000042,Oceania,Nueva Gales del Sur,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/29/2015 21:34,Standard Class
PAYMENT,5,4,40.04000092,114.3899994,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,357,King,XXXXXXXXX,Home Office,PR,23 Old Corners,725,4,Apparel,18.24236298,-66.02407837,Pacific Asia,Auckland,Nueva Zelanda,357,3/29/2016 5:29,31049,403,15.60000038,0.119999997,77596,129.9900055,0.349999994,1,129.9900055,114.3899994,40.04000092,Oceania,Auckland,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,4/3/2016 5:29,Standard Class
PAYMENT,5,4,40.04000092,114.3899994,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Juan,7866,Smith,XXXXXXXXX,Home Office,PR,4992 Jagged Forest Subdivision,725,4,Apparel,18.28440857,-66.37056732,Pacific Asia,Bhubaneswar,India,7866,1/11/2016 11:54,25724,403,15.60000038,0.119999997,64419,129.9900055,0.349999994,1,129.9900055,114.3899994,40.04000092,South Asia,Odisha,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/16/2016 11:54,Standard Class
PAYMENT,4,4,54.27999878,113.0899963,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Crystal,685,Smith,XXXXXXXXX,Home Office,PR,2513 Sleepy Log Grounds,725,4,Apparel,18.2275734,-66.04563141,Pacific Asia,Daqing,China,685,12/8/2015 21:46,23423,403,16.89999962,0.129999995,58587,129.9900055,0.479999989,1,129.9900055,113.0899963,54.27999878,Eastern Asia,Heilongjiang,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/12/2015 21:46,Standard Class
PAYMENT,4,4,-95.55000305,401.4899902,Shipping on time,0,66,Crafts,Caguas,Puerto Rico,XXXXXXXXX,Desiree,18506,Smith,XXXXXXXXX,Home Office,PR,1655 Sleepy Pine Common,725,4,Apparel,18.26472473,-66.0370636,Pacific Asia,Gold Coast,Australia,18506,12/30/2017 3:01,74953,1353,59.99000168,0.129999995,178268,461.480011,-0.239999995,1,461.480011,401.4899902,-95.55000305,Oceania,Queensland,PENDING_PAYMENT,,1353,66,,http://images.acmesports.sports/Porcelain+crafts,Porcelain crafts,461.480011,0,1/3/2018 3:01,Standard Class
PAYMENT,5,4,-79.16000366,113.0899963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,357,King,XXXXXXXXX,Home Office,PR,23 Old Corners,725,4,Apparel,18.24236298,-66.02407837,Pacific Asia,Auckland,Nueva Zelanda,357,3/29/2016 5:29,31049,403,16.89999962,0.129999995,77593,129.9900055,-0.699999988,1,129.9900055,113.0899963,-79.16000366,Oceania,Auckland,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,4/3/2016 5:29,Standard Class
PAYMENT,3,4,-12.77999973,113.0899963,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Frances,7576,Smith,XXXXXXXXX,Home Office,PR,4379 Rocky Diversion,725,4,Apparel,18.20776367,-66.37052918,Pacific Asia,Brisbane,Australia,7576,2/12/2016 22:43,27947,403,16.89999962,0.129999995,69945,129.9900055,-0.109999999,1,129.9900055,113.0899963,-12.77999973,Oceania,Queensland,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2/15/2016 22:43,Standard Class
PAYMENT,4,4,45.24000168,113.0899963,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,10658,Smith,XXXXXXXXX,Home Office,PR,3915 Iron Corner,725,4,Apparel,18.20688438,-66.37055969,Pacific Asia,Yakarta,Indonesia,10658,11/8/2015 14:48,21348,403,16.89999962,0.129999995,53383,129.9900055,0.400000006,1,129.9900055,113.0899963,45.24000168,Southeast Asia,Yakarta,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/12/2015 14:48,Standard Class
PAYMENT,4,4,29.39999962,113.0899963,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Brian,12223,Baker,XXXXXXXXX,Home Office,PR,3663 Thunder Blossom Bank,725,4,Apparel,18.28222275,-66.37056732,Pacific Asia,Yakarta,Indonesia,12223,11/6/2015 10:15,21198,403,16.89999962,0.129999995,53025,129.9900055,0.25999999,1,129.9900055,113.0899963,29.39999962,Southeast Asia,Yakarta,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/10/2015 10:15,Standard Class
PAYMENT,4,4,49.72000122,110.4899979,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Jane,1834,Nichols,XXXXXXXXX,Home Office,PR,5105 Tawny Park,725,4,Apparel,18.27898979,-66.37052918,Pacific Asia,Bishkek,Kirguistán,1834,11/11/2016 22:31,46648,403,19.5,0.150000006,116617,129.9900055,0.449999988,1,129.9900055,110.4899979,49.72000122,Central Asia,Bishkek,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/15/2016 22:31,Standard Class
PAYMENT,6,4,-27.62000084,110.4899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,7988,Rice,XXXXXXXXX,Home Office,PR,2797 Golden Ramp,725,4,Apparel,18.26502037,-66.37055969,Pacific Asia,Xi'an,China,7988,3/12/2016 21:27,29930,403,19.5,0.150000006,74867,129.9900055,-0.25,1,129.9900055,110.4899979,-27.62000084,Eastern Asia,Shaanxi,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/18/2016 21:27,Standard Class
PAYMENT,4,4,37.34999847,110.4899979,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Stephanie,5484,Clark,XXXXXXXXX,Home Office,PR,5566 Silver Route,725,4,Apparel,18.29993439,-66.37052155,Pacific Asia,Nowra,Australia,5484,3/19/2016 6:54,30368,403,19.5,0.150000006,75912,129.9900055,0.340000004,1,129.9900055,110.4899979,37.34999847,Oceania,Nueva Gales del Sur,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/23/2016 6:54,Standard Class
PAYMENT,4,4,9.720000267,110.4899979,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Barbara,30,Smith,XXXXXXXXX,Home Office,PR,2455 Merry Hollow,725,4,Apparel,18.1464901,-66.54896545,Pacific Asia,Coffs Harbour,Australia,30,11/15/2015 21:58,21848,403,19.5,0.150000006,54633,129.9900055,0.090000004,1,129.9900055,110.4899979,9.720000267,Oceania,Nueva Gales del Sur,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/19/2015 21:58,Standard Class
PAYMENT,5,4,30.94000053,110.4899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Ruth,3414,Smith,XXXXXXXXX,Home Office,PR,2355 Velvet Hickory Crest,725,4,Apparel,18.27165604,-66.37058258,Pacific Asia,Solapur,India,3414,11/5/2015 13:34,21139,403,19.5,0.150000006,52842,129.9900055,0.280000001,1,129.9900055,110.4899979,30.94000053,South Asia,Maharashtra,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/10/2015 13:34,Standard Class
PAYMENT,4,4,21.42000008,50.99000168,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,10658,Smith,XXXXXXXXX,Home Office,PR,3915 Iron Corner,725,4,Apparel,18.20688438,-66.37055969,Pacific Asia,Yakarta,Indonesia,10658,11/8/2015 14:48,21348,365,9,0.150000006,53384,59.99000168,0.419999987,1,59.99000168,50.99000168,21.42000008,Southeast Asia,Yakarta,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,11/12/2015 14:48,Standard Class
PAYMENT,6,4,53.04000092,110.4899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Anthony,10451,Soto,XXXXXXXXX,Home Office,PR,937 Golden Carrefour,725,4,Apparel,18.25419426,-66.37062836,Pacific Asia,Bekasi,Indonesia,10451,1/14/2016 5:04,25910,403,19.5,0.150000006,64856,129.9900055,0.479999989,1,129.9900055,110.4899979,53.04000092,Southeast Asia,Java Occidental,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/20/2016 5:04,Standard Class
PAYMENT,4,4,30.94000053,110.4899979,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Randy,9057,Brown,XXXXXXXXX,Home Office,PR,1802 Wishing Harbour,725,4,Apparel,18.26169586,-66.37054443,Pacific Asia,Estambul,Turquía,9057,10/4/2016 16:37,44028,403,19.5,0.150000006,109977,129.9900055,0.280000001,1,129.9900055,110.4899979,30.94000053,West Asia,Estambul,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,10/8/2016 16:37,Standard Class
PAYMENT,4,4,-180.1699982,109.1900024,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,10747,Bates,XXXXXXXXX,Home Office,PR,4775 Old Street,725,4,Apparel,18.25805283,-66.37055206,Pacific Asia,Gongzhuling,China,10747,11/7/2015 23:02,21303,403,20.79999924,0.159999996,53279,129.9900055,-1.649999976,1,129.9900055,109.1900024,-180.1699982,Eastern Asia,Jilin,PENDING_PAYMENT,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/11/2015 23:02,Standard Class
